no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,arrival_year,arrival_month,arrival_date,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,booking_status
2,0,2,1,0,0,0,78,2018,3,19,0,0,0,0,100.0,0,1
2,0,2,3,2,0,0,151,2018,7,4,0,0,0,0,300.0,0,1
1,0,0,1,0,0,0,93,2018,6,9,1,0,0,0,121.5,0,1
2,1,2,2,0,1,0,65,2018,12,21,1,0,0,0,126.0,1,0
2,0,0,3,2,0,0,4,2018,5,6,0,0,0,0,112.0,1,0
2,1,0,3,0,0,0,120,2018,8,30,1,0,0,0,129.7,0,0
2,0,0,4,0,0,1,36,2018,10,14,1,0,0,0,129.0,0,1
2,0,0,2,0,0,1,23,2018,10,16,1,0,0,0,154.0,1,1
2,0,0,3,0,0,0,52,2018,11,17,0,0,0,0,75.0,0,0
2,0,0,2,0,0,0,209,2018,4,29,1,0,0,0,81.77,1,0
2,0,1,1,0,0,0,301,2018,4,30,0,0,0,0,115.0,1,0
2,0,1,4,2,1,0,191,2018,9,26,0,0,0,0,106.75,1,1
2,0,2,3,0,0,0,213,2018,6,7,0,0,0,0,130.0,0,1
2,0,2,3,2,0,0,200,2018,9,15,1,0,0,0,152.15,2,1
1,0,0,3,0,0,0,1,2017,9,22,0,0,0,0,85.0,1,0
2,0,2,3,0,0,0,41,2018,12,8,0,0,0,0,69.29,0,0
2,0,2,2,0,0,5,7,2017,12,26,0,0,0,0,52.0,0,0
2,0,1,2,0,0,1,56,2017,11,18,0,0,0,0,60.0,1,0
3,0,2,2,0,0,1,177,2018,8,11,1,0,0,0,130.05,2,1
2,0,0,3,0,0,0,211,2018,7,30,1,0,0,0,90.95,1,0
2,0,2,4,0,0,0,74,2017,9,8,1,0,0,0,89.25,1,1
3,0,1,2,0,0,1,202,2018,10,15,1,0,0,0,128.7,1,1
2,0,2,2,0,0,1,141,2018,8,22,1,0,0,0,124.8,0,1
1,0,0,1,0,0,1,3,2018,10,7,3,1,0,1,110.0,0,0
2,0,2,3,0,0,0,175,2018,9,15,1,0,0,0,152.15,0,1
3,0,2,2,0,0,0,67,2017,10,31,0,0,0,0,105.0,0,0
2,0,0,3,0,0,0,36,2017,10,13,0,0,0,0,112.0,0,0
1,0,0,1,0,0,0,166,2018,11,1,0,0,0,0,110.0,0,1
2,0,1,2,0,0,0,198,2018,9,19,0,0,0,0,90.0,0,1
2,0,2,7,1,0,0,17,2018,3,20,1,0,0,0,83.4,0,1
2,0,3,5,0,0,1,119,2018,6,15,1,0,0,0,119.85,1,0
2,2,0,1,0,0,3,1,2018,7,10,1,0,0,0,231.0,0,1
2,0,0,2,2,0,0,323,2018,5,17,1,0,0,0,112.0,0,1
2,0,0,2,0,0,0,143,2018,8,25,0,0,0,0,80.0,0,0
2,0,2,4,0,0,0,53,2018,2,26,0,0,0,0,80.2,0,0
2,0,2,1,0,0,0,151,2018,7,6,1,0,0,0,105.3,1,1
3,0,0,2,0,1,1,78,2018,9,1,1,0,0,0,177.3,2,0
2,1,2,3,2,0,0,35,2018,8,22,1,0,0,0,171.45,0,1
1,0,0,2,0,0,0,214,2018,9,26,1,0,0,0,120.9,0,1
2,0,1,0,0,0,2,4,2018,4,10,4,0,0,0,0.0,2,0
2,0,0,3,0,0,0,58,2017,12,27,0,0,0,0,58.0,1,0
2,2,1,0,2,0,5,4,2018,9,12,4,0,0,0,0.0,3,0
3,0,0,2,0,0,0,50,2018,3,11,1,0,0,0,96.98,2,0
1,0,0,3,0,0,0,166,2018,10,1,1,0,0,0,110.0,0,1
2,0,2,3,0,0,1,127,2018,6,26,0,0,0,0,90.95,1,0
1,0,1,3,0,0,0,3,2018,6,13,0,0,0,0,95.0,0,0
1,0,1,2,0,0,1,224,2017,10,2,1,0,0,0,60.0,0,1
2,0,1,2,0,0,0,101,2018,7,11,1,0,0,0,77.03,2,0
2,1,0,2,0,0,0,155,2018,8,18,1,0,0,0,130.5,1,1
3,1,1,1,0,0,1,65,2018,11,19,1,0,0,0,126.0,1,0
2,0,2,1,0,0,0,277,2018,12,13,1,0,0,0,60.29,4,0
2,0,2,5,0,0,0,116,2018,3,28,1,0,0,0,73.77,1,0
2,0,0,1,0,0,0,207,2018,10,4,1,0,0,0,108.9,3,0
2,0,2,3,0,0,1,130,2018,11,19,1,0,0,0,97.23,0,1
2,1,1,1,0,0,0,184,2018,10,24,1,0,0,0,130.5,2,1
2,0,0,4,0,0,0,228,2018,8,27,1,0,0,0,90.95,1,1
3,0,0,3,0,0,1,10,2018,6,29,1,0,0,0,206.0,2,1
1,0,0,2,0,0,0,164,2018,10,2,0,0,0,0,100.0,0,1
2,0,0,3,1,0,0,121,2018,6,9,1,0,0,0,129.0,2,0
2,0,2,3,0,0,0,61,2018,4,17,0,0,0,0,80.75,0,0
2,0,2,5,0,0,4,32,2018,9,29,0,0,0,0,137.52,1,0
2,1,2,1,0,0,0,81,2018,10,4,1,0,0,0,135.0,0,1
2,0,1,1,2,0,0,247,2018,10,22,0,0,0,0,115.0,1,1
2,0,0,3,0,0,1,102,2018,6,14,1,0,0,0,140.4,2,0
1,0,1,2,0,0,0,113,2018,3,25,2,0,0,0,67.0,0,0
2,1,0,2,0,0,0,179,2018,7,27,1,0,0,0,112.5,0,1
2,0,2,5,0,0,1,20,2018,11,15,1,0,0,0,96.9,2,0
2,0,0,3,1,0,0,135,2018,6,28,1,0,0,0,101.7,1,0
2,0,0,1,0,0,0,56,2018,4,9,0,0,0,0,85.5,0,0
1,0,2,3,0,0,0,37,2018,3,12,1,0,0,0,73.9,0,1
2,2,2,3,0,0,3,51,2018,9,25,1,0,0,0,187.11,2,0
1,0,0,3,0,0,0,130,2018,8,5,1,0,0,0,100.8,1,0
2,1,2,2,0,0,0,84,2018,8,14,1,0,0,0,134.1,0,1
3,0,1,3,0,0,1,102,2018,12,2,1,0,0,0,119.0,1,1
1,0,1,2,0,0,0,39,2017,9,14,0,0,0,0,77.0,0,0
2,0,2,8,0,0,0,206,2018,7,26,1,0,0,0,90.95,0,1
2,0,0,1,0,0,0,107,2018,12,24,1,0,0,0,93.6,0,1
2,0,0,1,0,0,2,19,2018,12,22,1,0,0,0,77.25,1,0
2,0,1,2,0,0,0,133,2018,6,30,0,0,0,0,84.33,1,0
2,0,1,2,0,0,0,18,2017,10,26,0,0,0,0,77.0,0,0
1,0,1,0,0,0,0,0,2018,3,20,1,1,1,0,89.0,2,0
2,0,1,3,0,0,0,122,2018,12,18,1,0,0,0,60.59,0,0
2,0,2,5,2,0,0,120,2017,8,20,0,0,0,0,88.38,2,0
2,0,1,0,0,0,0,56,2018,5,9,0,0,0,0,85.5,1,0
2,0,0,1,0,0,0,60,2017,12,29,0,0,0,0,65.0,0,0
2,1,1,1,0,0,0,56,2018,4,3,1,0,0,0,121.5,2,0
2,0,1,4,0,0,0,95,2018,6,2,1,0,0,0,119.85,0,1
2,0,1,3,0,0,0,196,2018,5,12,0,0,0,0,80.75,1,0
2,0,2,2,0,0,0,48,2018,5,8,0,0,0,0,75.0,0,0
2,0,2,2,1,0,0,136,2018,7,25,1,0,0,0,85.5,1,0
2,1,0,2,0,0,0,12,2018,6,8,1,0,0,0,119.0,1,0
2,0,0,3,0,0,1,55,2018,3,29,1,0,0,0,159.3,2,0
2,0,1,2,2,0,0,180,2018,7,26,0,0,0,0,100.08,1,1
2,0,2,2,0,0,0,165,2018,10,16,1,0,0,0,118.8,2,1
2,2,0,1,0,0,3,131,2018,9,5,1,0,0,0,216.45,0,1
2,1,1,1,0,0,0,56,2018,12,5,1,0,0,0,109.8,2,0
2,1,0,2,0,0,0,81,2018,3,23,1,0,0,0,114.3,1,0
2,0,2,4,0,0,0,128,2018,9,6,0,0,0,0,80.75,0,1
2,1,1,1,0,0,1,17,2018,11,10,1,0,0,0,121.33,1,0
2,0,0,2,0,0,0,89,2017,11,23,1,0,0,0,72.25,2,0
2,0,0,3,0,0,0,105,2018,10,12,1,0,0,0,108.0,0,0
2,0,0,0,2,0,0,100,2017,10,16,0,0,0,0,108.0,0,1
2,0,0,4,0,0,4,6,2018,12,24,1,0,0,0,110.5,0,0
2,0,0,2,0,0,0,301,2018,11,20,1,0,0,0,52.0,1,1
2,0,0,1,0,0,0,125,2017,8,7,1,0,0,0,76.5,3,0
2,0,2,5,0,0,0,107,2018,6,13,0,0,0,0,110.0,1,0
2,0,1,2,0,0,0,254,2018,9,30,1,0,0,0,100.3,0,1
3,0,0,5,0,0,1,99,2018,9,21,1,0,0,0,168.3,2,1
2,0,0,2,2,0,0,63,2018,8,30,1,0,0,0,174.6,1,0
2,0,2,3,0,0,0,13,2017,12,6,0,0,0,0,58.0,1,0
2,0,2,5,0,0,0,277,2018,9,20,0,0,0,0,89.14,0,0
1,0,2,0,0,0,0,5,2018,1,20,0,0,0,0,65.8,0,0
2,0,0,3,0,0,1,42,2017,11,4,0,0,0,0,60.0,0,0
2,0,2,2,0,0,0,159,2018,9,19,1,0,0,0,144.0,0,1
2,0,1,2,0,0,0,42,2018,11,4,0,0,0,0,68.0,0,0
2,0,2,3,0,0,0,212,2018,5,13,0,0,0,0,78.0,1,0
2,0,0,3,0,0,0,40,2018,10,26,0,0,0,0,85.0,1,0
3,0,2,5,0,0,0,10,2018,1,23,1,0,0,0,130.9,2,0
2,0,0,4,0,0,1,99,2018,4,1,1,0,0,0,93.08,0,0
2,0,0,1,0,0,0,225,2018,11,12,1,0,0,0,72.9,1,1
2,0,2,5,0,0,1,87,2018,10,9,1,0,0,0,132.3,0,1
1,0,1,5,0,0,0,34,2018,2,4,1,0,0,0,73.9,0,1
2,0,2,1,0,0,0,271,2018,12,3,1,0,0,0,71.0,0,0
2,0,0,2,2,0,0,23,2017,10,16,0,0,0,0,109.0,0,0
2,0,2,5,2,0,0,80,2018,7,10,1,0,0,0,142.07,2,0
2,1,2,5,0,0,0,223,2018,8,3,1,0,0,0,102.85,1,1
2,0,0,2,0,0,0,56,2017,9,17,0,0,0,0,82.0,0,0
2,0,2,2,0,0,0,86,2017,7,2,1,0,0,0,76.5,0,0
2,0,0,3,0,0,0,304,2018,11,4,0,0,0,0,89.0,0,1
2,0,0,3,0,0,0,127,2018,7,15,0,0,0,0,89.25,0,0
1,0,0,3,0,0,1,19,2018,5,3,1,0,0,0,120.12,1,0
2,0,2,2,0,0,0,153,2018,6,14,1,0,0,0,111.78,0,0
2,0,2,2,0,0,1,158,2018,9,30,1,0,0,0,144.9,0,1
2,0,1,3,0,0,0,85,2018,10,3,0,0,0,0,75.0,1,0
2,0,2,4,0,0,0,81,2017,7,16,1,0,0,0,89.25,0,1
2,0,0,1,1,0,0,196,2018,8,27,1,0,0,0,85.5,0,1
2,1,0,2,0,0,5,4,2017,12,1,4,0,0,0,0.0,1,0
2,0,1,2,0,0,0,273,2018,5,13,1,0,0,0,106.2,0,1
2,0,1,4,0,0,0,32,2018,1,25,0,0,0,0,60.0,1,0
2,0,2,2,0,0,0,88,2018,3,16,1,0,0,0,54.09,0,0
2,0,0,1,1,0,0,119,2018,11,7,1,0,0,0,161.1,1,0
1,0,2,0,0,0,1,130,2018,10,29,1,0,0,0,104.4,0,0
2,0,0,4,0,0,0,24,2018,2,27,0,0,0,0,48.67,0,0
1,0,1,2,0,0,0,60,2017,10,7,0,0,0,0,60.0,1,1
2,0,1,4,0,0,0,178,2018,8,4,1,0,0,0,99.45,0,1
3,0,1,2,0,0,1,233,2018,10,15,1,0,0,0,158.4,1,1
2,0,0,3,1,0,0,124,2018,6,2,1,0,0,0,95.4,1,0
2,0,1,2,0,0,0,118,2018,4,29,1,0,0,0,99.3,1,0
2,1,0,4,0,0,0,77,2018,5,7,1,0,0,0,135.15,0,1
2,0,2,1,0,0,0,244,2018,12,23,1,0,0,0,80.7,0,1
2,2,1,1,0,0,3,41,2018,10,8,1,0,0,0,171.9,0,1
1,0,2,0,0,0,0,3,2017,10,25,2,1,0,10,65.0,1,0
2,0,0,3,2,0,1,15,2018,11,15,1,0,0,0,114.0,2,0
2,0,2,3,0,0,0,138,2018,6,12,1,0,0,0,90.95,1,0
2,0,2,2,2,0,0,164,2018,9,19,0,0,0,0,107.0,0,1
2,0,2,1,0,0,0,92,2017,12,5,1,0,0,0,72.25,1,1
2,0,0,4,0,0,0,129,2018,8,3,1,0,0,0,114.3,1,1
2,0,1,1,1,1,0,91,2018,5,21,1,0,0,0,125.1,1,0
2,0,2,3,0,0,0,159,2018,8,3,0,0,0,0,72.25,0,0
2,0,2,3,0,0,0,223,2018,10,30,1,0,0,0,90.95,1,0
2,0,1,4,0,0,1,61,2017,11,23,0,0,0,0,60.0,0,0
1,0,0,1,2,0,0,72,2017,10,18,0,0,0,0,108.0,0,0
1,0,0,1,2,0,0,0,2017,9,4,0,0,0,0,80.0,0,0
2,1,4,10,0,0,5,8,2018,3,2,1,0,0,0,214.6,1,0
2,0,0,3,0,0,0,113,2018,6,30,1,0,0,0,120.0,0,1
2,0,1,1,0,0,0,113,2018,7,23,1,0,0,0,105.3,0,0
2,0,1,4,0,0,0,67,2018,3,25,0,0,0,0,89.24,0,0
2,1,0,1,0,0,0,14,2018,5,29,0,0,0,0,90.0,2,0
2,0,1,5,0,0,1,213,2018,12,27,1,0,0,0,102.85,2,1
2,0,2,8,2,0,0,103,2017,7,19,1,0,0,0,94.5,0,1
2,0,0,2,0,0,0,57,2018,10,10,0,0,0,0,90.67,1,0
2,1,2,3,0,0,0,72,2018,5,13,1,0,0,0,94.0,1,0
2,0,2,4,0,0,2,152,2018,7,2,1,0,0,0,114.96,1,1
2,0,2,1,2,0,0,110,2017,10,9,1,0,0,0,108.0,0,1
2,0,0,2,0,0,0,101,2018,5,6,1,0,0,0,126.9,1,1
2,0,0,1,0,0,4,7,2018,6,3,1,0,0,0,147.0,2,0
1,0,0,1,0,0,0,188,2018,6,15,0,0,0,0,130.0,0,1
2,0,2,1,0,0,0,80,2018,12,23,0,0,0,0,75.0,0,0
2,0,0,4,0,0,1,199,2018,12,28,1,0,0,0,102.85,2,0
2,0,0,1,0,0,0,119,2017,8,19,1,0,0,0,76.5,1,0
2,0,1,3,0,0,0,105,2018,4,18,0,0,0,0,80.75,0,0
1,0,0,3,0,0,0,151,2018,1,1,0,0,0,0,80.0,0,0
1,0,2,1,0,0,0,54,2018,10,30,0,0,0,0,73.0,0,0
2,0,2,3,0,0,0,285,2018,10,3,0,0,0,0,100.0,0,1
1,0,1,2,0,0,0,1,2018,6,10,2,1,0,1,65.0,0,0
1,0,0,1,0,0,0,10,2017,10,4,4,1,1,3,6.0,0,0
2,0,2,1,0,0,0,36,2018,10,16,0,0,0,0,85.0,0,1
2,0,0,2,0,0,1,50,2018,11,11,0,0,0,0,52.0,0,1
2,0,0,2,0,0,0,139,2018,8,20,1,0,0,0,123.3,1,0
2,0,1,3,0,0,0,188,2018,8,18,0,0,0,0,72.25,0,1
2,0,0,3,0,0,0,113,2018,9,7,0,0,0,0,118.8,0,1
3,0,0,1,0,0,1,1,2018,2,1,1,0,0,0,127.0,1,0
2,0,0,3,0,0,0,37,2018,10,16,0,0,0,0,105.0,0,0
2,0,1,2,0,0,0,282,2017,10,7,0,0,0,0,76.67,0,0
1,0,0,2,0,1,0,6,2018,3,31,2,1,0,9,67.0,1,0
2,0,2,3,0,0,0,336,2018,12,21,0,0,0,0,81.88,0,0
3,0,1,2,0,0,1,112,2018,7,18,1,0,0,0,137.7,1,0
2,0,2,5,0,0,1,192,2018,8,28,1,0,0,0,84.43,2,1
1,0,0,0,0,0,0,38,2017,12,18,1,0,0,0,0.0,0,0
2,0,2,5,0,0,0,149,2018,7,3,1,0,0,0,99.45,0,0
1,0,0,2,0,0,0,7,2018,6,24,0,0,0,0,95.0,0,0
2,0,2,5,2,0,0,170,2018,7,31,1,0,0,0,106.25,0,1
2,0,1,2,0,0,0,418,2018,9,26,1,0,0,0,75.0,1,1
1,0,0,2,0,0,1,27,2018,5,5,1,0,0,0,120.12,1,0
2,0,1,2,0,0,0,132,2018,6,27,1,0,0,0,96.3,1,0
1,0,1,0,0,0,0,4,2018,8,7,2,1,0,5,65.0,0,0
1,0,1,0,0,0,0,0,2018,5,2,2,1,0,5,65.0,0,0
1,0,0,4,0,0,1,52,2018,5,31,1,0,0,0,140.4,0,1
2,0,1,3,0,0,0,123,2018,9,5,1,0,0,0,118.8,0,1
2,0,2,5,0,0,1,56,2018,9,17,1,0,0,0,140.4,2,0
2,0,0,3,0,0,1,56,2018,11,18,0,0,0,0,60.0,1,0
3,0,1,2,0,0,1,69,2018,9,25,1,0,0,0,168.3,0,1
1,0,1,1,0,0,0,10,2018,3,20,1,1,0,1,103.0,1,0
2,0,0,2,0,0,0,322,2018,12,14,0,0,0,0,52.0,0,0
2,0,1,2,0,0,0,121,2018,6,24,1,0,0,0,90.0,0,0
2,0,2,3,0,0,0,12,2017,8,5,0,0,0,0,50.4,0,0
2,0,2,2,2,0,0,102,2017,10,16,1,0,0,0,101.5,0,0
2,0,2,5,0,0,1,206,2018,7,17,1,0,0,0,109.66,2,1
2,0,0,1,0,0,2,5,2018,2,19,1,0,0,0,79.0,2,0
3,0,2,3,0,0,0,196,2018,9,19,1,0,0,0,105.4,3,0
1,0,1,0,0,0,0,145,2018,7,4,1,0,0,0,0.0,0,0
2,0,0,1,0,0,0,152,2018,8,13,0,0,0,0,72.25,0,0
2,0,0,2,2,0,0,69,2017,9,25,0,0,0,0,106.0,0,0
1,0,1,3,1,0,0,49,2018,10,3,1,0,0,0,108.0,0,1
2,0,2,3,0,0,1,86,2018,5,21,1,0,0,0,132.6,0,1
2,1,1,2,0,0,0,110,2017,9,9,0,0,0,0,113.5,1,0
2,2,1,3,2,0,5,86,2018,10,24,1,0,0,0,221.18,0,1
2,0,2,5,0,0,0,87,2018,3,27,1,0,0,0,80.75,1,0
2,0,1,3,0,0,0,322,2018,5,20,0,0,0,0,90.0,0,1
2,0,0,2,0,0,0,14,2017,10,4,0,0,0,0,100.8,0,0
2,0,0,2,1,0,0,152,2018,8,15,1,0,0,0,94.5,1,1
2,0,2,3,0,1,0,164,2018,8,9,1,0,0,0,108.95,1,0
2,1,0,1,0,0,0,70,2018,5,29,1,0,0,0,170.1,0,1
2,0,0,1,0,0,0,128,2018,5,12,1,0,0,0,99.9,2,0
2,1,2,0,0,0,0,20,2018,8,17,1,0,0,0,139.0,2,0
2,0,1,0,0,0,0,82,2018,10,10,0,0,0,0,80.75,0,0
1,0,1,0,0,0,0,60,2017,9,21,1,0,0,0,0.0,0,0
3,0,3,6,0,0,1,5,2018,2,23,1,0,0,0,127.0,1,0
2,0,0,4,0,0,0,109,2017,7,7,1,0,0,0,76.5,1,0
2,0,0,4,0,0,0,37,2018,12,7,0,0,0,0,70.0,0,0
3,0,1,2,0,0,1,128,2018,8,11,1,0,0,0,133.2,2,0
2,0,1,2,0,0,0,161,2018,7,12,1,0,0,0,96.3,0,1
2,2,2,2,0,0,2,2,2017,12,24,0,0,0,0,99.5,0,0
2,0,0,3,0,0,0,71,2018,5,10,0,0,0,0,90.0,0,1
1,0,2,1,0,0,0,1,2018,2,28,0,0,0,0,80.0,0,1
1,0,0,2,0,0,0,3,2017,9,9,0,0,0,0,84.0,0,0
3,0,1,2,0,0,1,63,2018,11,10,1,0,0,0,124.67,0,0
2,1,1,2,0,0,0,23,2018,10,30,1,0,0,0,145.0,2,0
2,1,2,1,0,0,0,16,2018,6,19,1,0,0,0,132.33,0,1
2,0,2,2,0,0,0,25,2018,10,9,0,0,0,0,85.0,0,1
2,0,0,2,2,0,3,5,2018,8,12,1,0,0,0,231.0,1,1
0,2,2,1,0,0,2,220,2018,8,29,1,0,0,0,83.83,1,1
3,0,0,2,0,0,1,75,2018,10,7,1,0,0,0,151.2,3,0
2,0,0,2,0,0,0,159,2018,8,26,1,0,0,0,94.62,1,1
2,1,0,2,0,0,0,208,2018,8,31,1,0,0,0,112.5,0,1
2,0,1,3,0,0,0,48,2018,3,29,0,0,0,0,75.0,0,0
2,2,2,8,0,0,3,1,2017,8,1,1,0,0,0,139.5,0,1
2,0,1,5,1,0,0,180,2018,8,1,1,0,0,0,85.5,0,1
1,0,0,1,0,0,1,11,2018,5,18,1,0,0,0,156.0,1,1
2,1,0,1,0,0,0,42,2018,8,9,1,0,0,0,152.1,0,1
1,0,0,1,0,0,0,0,2018,9,6,0,0,0,0,98.1,0,0
2,0,1,2,0,0,0,182,2018,9,30,1,0,0,0,117.9,1,0
1,0,0,1,0,1,0,62,2018,10,23,2,0,0,0,67.0,0,0
2,0,1,3,0,0,1,99,2018,5,16,1,0,0,0,132.6,0,1
2,0,2,1,0,0,2,18,2017,12,23,1,0,0,0,77.25,1,0
2,0,0,2,0,0,0,298,2018,5,10,0,0,0,0,93.0,0,0
3,0,2,3,0,0,1,123,2018,9,5,1,0,0,0,162.0,1,1
2,0,0,2,0,0,0,122,2017,7,1,1,0,0,0,76.5,1,0
2,0,1,3,0,0,1,49,2018,3,10,1,0,0,0,65.49,1,0
1,1,1,3,0,0,0,20,2018,12,12,1,0,0,0,91.63,2,1
2,0,0,4,0,0,0,174,2018,7,5,1,0,0,0,99.45,0,1
2,0,0,2,0,0,5,1,2018,12,27,4,1,6,58,0.0,2,0
2,0,2,3,2,0,0,137,2018,12,24,1,0,0,0,117.3,1,0
1,0,0,1,0,0,0,10,2018,11,4,0,0,0,0,89.0,0,1
2,0,1,4,0,0,0,129,2018,8,8,1,0,0,0,114.3,1,1
2,1,1,2,0,0,0,12,2018,3,23,1,0,0,0,119.0,0,1
2,1,1,2,0,0,0,188,2018,8,22,1,0,0,0,112.5,0,1
2,1,1,2,0,0,3,62,2018,7,15,1,0,0,0,168.3,1,0
2,1,0,1,0,0,0,6,2018,3,24,1,0,0,0,159.0,1,1
2,0,0,1,0,0,0,130,2018,5,27,1,0,0,0,105.3,0,0
2,0,0,3,0,0,0,63,2017,11,23,0,0,0,0,65.0,0,0
2,0,2,2,2,0,0,1,2018,1,30,0,0,0,0,101.0,0,0
2,0,2,3,0,0,0,93,2018,10,7,0,0,0,0,80.75,0,0
1,0,2,1,0,0,0,0,2017,10,10,2,1,2,20,65.0,0,0
2,0,0,5,0,0,1,181,2018,8,11,1,0,0,0,124.2,2,1
2,0,0,3,0,0,0,122,2018,12,17,0,0,0,0,68.0,1,0
2,0,0,2,0,0,0,117,2018,5,6,1,0,0,0,105.3,1,1
2,0,0,3,0,0,0,104,2017,12,3,0,0,0,0,75.0,0,1
2,0,0,1,1,0,0,159,2018,9,3,1,0,0,0,85.5,0,1
1,0,2,2,0,0,1,11,2018,11,6,1,0,0,0,146.6,1,1
2,0,0,2,2,0,0,78,2018,12,16,0,0,0,0,120.49,0,0
2,0,2,1,0,0,0,258,2018,5,29,1,0,0,0,100.3,0,1
2,0,1,2,0,0,1,154,2018,7,1,1,0,0,0,120.7,0,1
1,0,0,4,0,0,0,151,2018,1,19,0,0,0,0,80.0,0,0
2,2,0,3,0,0,3,52,2018,10,25,1,0,0,0,156.6,4,0
2,2,0,2,0,1,3,8,2018,6,16,1,0,0,0,220.0,1,0
2,0,0,4,0,0,2,33,2017,10,19,1,0,0,0,107.58,2,0
3,0,0,1,0,0,1,36,2018,8,13,1,0,0,0,137.7,2,0
1,0,0,1,0,0,0,2,2018,6,23,2,1,0,11,65.0,1,0
2,0,1,2,0,0,0,302,2018,9,16,1,0,0,0,100.0,0,0
2,0,0,3,0,0,0,100,2018,4,4,1,0,0,0,90.3,1,0
1,0,2,1,0,0,0,99,2017,10,30,0,0,0,0,60.0,0,1
2,0,0,2,0,0,0,128,2018,8,26,1,0,0,0,96.3,0,0
2,2,1,3,0,0,3,43,2018,4,14,1,0,0,0,198.9,0,1
1,0,1,2,0,0,0,11,2018,11,19,1,0,0,0,151.0,0,1
2,0,1,4,0,0,0,166,2018,8,4,1,0,0,0,90.95,0,1
2,0,1,2,0,0,0,56,2018,4,25,0,0,0,0,85.5,0,0
2,2,0,3,0,0,3,56,2018,9,9,1,0,0,0,207.9,2,0
2,0,1,1,0,0,0,180,2018,10,2,0,0,0,0,100.0,0,1
2,0,2,3,0,0,1,82,2018,9,10,1,0,0,0,149.4,0,1
3,0,2,2,0,0,1,171,2018,10,30,1,0,0,0,123.3,2,1
2,0,2,1,0,0,0,151,2017,10,9,1,0,0,0,93.5,0,1
2,0,2,2,0,0,0,174,2018,10,10,1,0,0,0,113.4,0,1
3,0,0,3,0,0,1,7,2018,10,6,1,0,0,0,151.2,3,0
1,0,0,1,0,0,0,3,2017,9,8,1,0,0,0,190.0,2,0
2,0,0,4,0,0,0,219,2018,10,17,1,0,0,0,90.95,0,1
1,0,2,2,0,0,0,4,2017,9,20,0,0,0,0,95.0,0,0
1,0,0,2,0,0,0,192,2018,6,24,1,0,0,0,95.0,0,0
2,0,1,2,0,0,0,81,2018,12,2,0,0,0,0,75.0,0,0
1,0,0,3,0,0,0,13,2018,10,25,0,0,0,0,80.0,0,0
2,0,0,3,0,0,0,7,2018,5,5,0,0,0,0,144.0,1,0
2,0,2,3,0,0,1,88,2018,8,10,1,0,0,0,149.4,3,0
2,0,1,1,0,0,0,38,2018,1,25,0,0,0,0,58.0,0,0
3,0,1,0,0,0,1,113,2018,10,9,1,0,0,0,151.2,0,1
2,0,2,5,0,0,1,57,2018,6,27,1,0,0,0,112.2,0,1
2,0,1,1,2,0,0,219,2017,9,4,0,0,0,0,108.0,0,1
1,0,0,2,0,0,0,78,2018,12,8,1,0,0,0,86.4,0,0
2,0,1,3,0,0,0,113,2018,6,30,0,0,0,0,85.0,1,1
1,0,0,3,2,0,0,286,2018,10,16,0,0,0,0,91.0,0,0
2,0,0,3,0,0,2,6,2017,12,13,1,0,0,0,104.25,1,0
2,0,0,3,2,0,0,63,2017,9,1,0,0,0,0,116.0,0,0
2,0,1,0,1,0,0,258,2018,9,29,1,0,0,0,106.2,0,0
1,0,0,1,0,0,0,74,2018,9,24,0,0,0,0,97.92,0,0
2,0,1,3,2,0,0,65,2018,12,21,0,0,0,0,122.65,0,0
2,0,0,1,0,0,1,14,2018,9,22,1,0,0,0,184.0,1,0
1,0,0,2,0,0,0,114,2018,1,27,0,0,0,0,75.0,0,0
2,0,0,3,0,0,0,256,2018,6,15,1,0,0,0,93.0,0,0
3,0,1,2,0,0,1,106,2018,11,25,1,0,0,0,140.0,2,1
3,0,0,4,0,0,1,240,2018,12,30,1,0,0,0,159.3,3,0
2,0,0,3,0,0,0,166,2018,11,1,1,0,0,0,110.0,2,1
2,0,2,3,0,0,0,81,2018,3,23,0,0,0,0,65.0,1,0
2,0,2,1,0,0,0,100,2018,3,26,1,0,0,0,93.3,1,1
2,0,2,1,0,0,0,131,2018,7,1,1,0,0,0,105.3,1,0
2,0,1,3,0,0,0,78,2018,9,25,0,0,0,0,100.0,0,1
2,0,0,2,0,0,2,43,2018,3,1,1,0,0,0,69.53,0,0
2,1,1,4,0,0,0,66,2018,4,25,1,0,0,0,119.17,3,0
1,0,0,4,0,0,1,23,2018,3,2,0,0,0,0,85.0,1,0
1,0,1,2,0,0,0,6,2017,10,10,0,0,0,0,77.0,0,0
2,0,0,1,2,1,0,1,2018,4,14,1,0,0,0,169.0,0,0
2,0,0,3,1,0,0,36,2018,8,30,0,0,0,0,70.0,0,0
2,0,1,0,0,0,0,3,2018,8,28,0,0,0,0,144.0,0,0
2,0,0,4,0,0,0,259,2018,5,5,0,0,0,0,90.0,0,1
2,0,1,2,0,0,0,60,2018,11,18,0,0,0,0,75.0,0,0
1,0,0,1,0,0,0,68,2017,12,2,2,0,0,0,65.0,0,0
2,0,2,2,0,0,1,44,2018,6,23,0,0,0,0,96.3,1,0
